HibachiBg,400,0,000E9431,0,1,1,4294967295,0,0
Block,0,576,003D320C,0,1,1,4294967295,0,0
Block,32,576,002C1C8D,0,1,1,4294967295,0,0
Block,64,576,002D9D96,0,1,1,4294967295,0,0
Block,96,576,00248E18,0,1,1,4294967295,0,0
Block,128,576,002EC7BC,0,1,1,4294967295,0,0
Block,160,576,00374A35,0,1,1,4294967295,0,0
Block,192,576,00231DA1,0,1,1,4294967295,0,0
Block,224,576,0002D03A,0,1,1,4294967295,0,0
Block,256,576,003627B0,0,1,1,4294967295,0,0
Block,288,576,00222DEA,0,1,1,4294967295,0,0
Block,320,576,0019C27B,0,1,1,4294967295,0,0
Block,352,576,00358873,0,1,1,4294967295,0,0
Block,384,576,0022E0A8,0,1,1,4294967295,0,0
Block,416,576,002A8062,0,1,1,4294967295,0,0
Block,448,576,001DE95C,0,1,1,4294967295,0,0
Block,480,576,0026D8CC,0,1,1,4294967295,0,0
Block,512,576,001D3965,0,1,1,4294967295,0,0
Block,544,576,00236CD3,0,1,1,4294967295,0,0
Block,576,576,0036B83C,0,1,1,4294967295,0,0
Block,608,576,002A304B,0,1,1,4294967295,0,0
Block,640,576,0021F432,0,1,1,4294967295,0,0
Block,672,576,004025D8,0,1,1,4294967295,0,0
Block,704,576,00225134,0,1,1,4294967295,0,0
Block,736,576,0025476D,0,1,1,4294967295,0,0
Block,768,576,0002B653,0,1,1,4294967295,0,0
Player,384,544,0030EB53,0,1,1,4294967295,0,0
World,32,32,00279F9A,0,1,1,4294967295,0,0
Block,0,0,00017FEC,0,1,1,4294967295,0,0
Block,-32,32,000A019D,0,1,1,4294967295,0,0
Block,32,0,001BCA69,0,1,1,4294967295,0,0
Block,64,0,001793AB,0,1,1,4294967295,0,0
Block,96,0,002F5F46,0,1,1,4294967295,0,0
Block,128,0,001EBE83,0,1,1,4294967295,0,0
Block,160,0,00393711,0,1,1,4294967295,0,0
Block,192,0,003FB420,0,1,1,4294967295,0,0
Block,224,0,00225DBB,0,1,1,4294967295,0,0
Block,256,0,00363DA2,0,1,1,4294967295,0,0
Block,288,0,00253DED,0,1,1,4294967295,0,0
Block,320,0,0028122A,0,1,1,4294967295,0,0
Block,352,0,0001042F,0,1,1,4294967295,0,0
Block,384,0,00331CBB,0,1,1,4294967295,0,0
Block,416,0,0033B4C9,0,1,1,4294967295,0,0
Block,448,0,00333131,0,1,1,4294967295,0,0
Block,480,0,0029D3BE,0,1,1,4294967295,0,0
Block,512,0,001E3842,0,1,1,4294967295,0,0
Block,544,0,003C579C,0,1,1,4294967295,0,0
Block,576,0,002354B6,0,1,1,4294967295,0,0
Block,608,0,000FC4E7,0,1,1,4294967295,0,0
Block,640,0,002C53F4,0,1,1,4294967295,0,0
Block,672,0,0032D115,0,1,1,4294967295,0,0
Block,704,0,000C691D,0,1,1,4294967295,0,0
Block,736,0,001CA883,0,1,1,4294967295,0,0
Block,768,0,0025A867,0,1,1,4294967295,0,0
Hibachi,416,256,0011CB0D,0,1,1,4294967295,0,0
Block,-32,64,0002481E,0,1,1,4294967295,0,0
Block,-32,96,0029592F,0,1,1,4294967295,0,0
Block,-32,128,000AB96B,0,1,1,4294967295,0,0
Block,-32,160,0025A9F6,0,1,1,4294967295,0,0
Block,-32,192,0034EC3A,0,1,1,4294967295,0,0
Block,-32,224,0029C1C7,0,1,1,4294967295,0,0
Block,-32,256,00386B01,0,1,1,4294967295,0,0
Block,-32,288,00100895,0,1,1,4294967295,0,0
Block,-32,320,00107959,0,1,1,4294967295,0,0
Block,-32,352,000F5565,0,1,1,4294967295,0,0
Block,-32,384,000B5351,0,1,1,4294967295,0,0
Block,-32,416,002B962C,0,1,1,4294967295,0,0
Block,-32,448,003AD42D,0,1,1,4294967295,0,0
Block,-32,480,00126947,0,1,1,4294967295,0,0
Block,-32,512,000352E1,0,1,1,4294967295,0,0
Block,-32,544,00039D61,0,1,1,4294967295,0,0
Block,800,32,002D503E,0,1,1,4294967295,0,0
Block,800,64,0004AAB2,0,1,1,4294967295,0,0
Block,800,96,0015723D,0,1,1,4294967295,0,0
Block,800,128,002474AE,0,1,1,4294967295,0,0
Block,800,160,002CFA71,0,1,1,4294967295,0,0
Block,800,192,00039050,0,1,1,4294967295,0,0
Block,800,224,0038E5F0,0,1,1,4294967295,0,0
Block,800,256,001E8C83,0,1,1,4294967295,0,0
Block,800,288,003432A5,0,1,1,4294967295,0,0
Block,800,320,0024CE5E,0,1,1,4294967295,0,0
Block,800,352,002F110C,0,1,1,4294967295,0,0
Block,800,384,001BE5C7,0,1,1,4294967295,0,0
Block,800,416,0013D0F0,0,1,1,4294967295,0,0
Block,800,448,003FB2E4,0,1,1,4294967295,0,0
Block,800,480,0028BF12,0,1,1,4294967295,0,0
Block,800,512,002751FE,0,1,1,4294967295,0,0
Block,800,544,002964EB,0,1,1,4294967295,0,0
